"Emri","Gjinia","Frekuenca"
"Laris","M","3"
"Larisa","F","45"
"Larisa","M","1"
"Larissa","F","1"
"Larita","F","2"
"Larmela","F","2"
"Larmi","M","1"
"Lars","M","2"
"Larsa","F","2"
"Larsi","M","1"
"Larson","M","1"
"Lartan","M","2"
"Lartesim","M","1"
"Lartësim","M","2"
"Larti","M","1"
"Lartim","M","6"
"Lartime","F","1"
"Lartin","M","2"
"Lartisa","F","1"
"Lartit","M","1"
"Lartment","M","1"
"Lartsim","M","2"
"Lasbina","F","1"
"Lask","M","4"
"Laskarina","F","2"
"Laske","M","1"
"Laskë","M","0"
"Lasko","M","4"
"Laskon","M","1"
"Lason","M","1"
"Lasonia","F","1"
"Lastare","F","4"
"Lastela","F","1"
"Lastonj","F","1"
"Lasvega","F","1"
"Lash","M","26"
"Lashe","F","1"
"Lashi","M","2"
"Lashjon","M","2"
"Late","F","4"
"Late","M","4"
"Latera","M","1"
"Latf","M","1"
"Latfe","F","1"
"Latfjon","M","1"
"Lati","M","1"
"Lati","F","0"
"Latie","F","1"
"Latie","M","1"
"Latif","M","798"
"Latif","F","4"
"Latifa","F","1"
"Latife","F","60"
"Latife","M","3"
"Latifet","F","1"
"Latifi","M","1"
"Latiif","M","1"
"Latika","F","1"
"Latin","M","2"
"Latinela","F","1"
"Latiniel","M","1"
"Lation","M","7"
"Lationa","F","1"
"Latip","M","2"
"Lativ","M","1"
"Latjona","F","1"
"Latmirald","M","1"
"Lato","M","29"
"Latoshe","F","1"
"Laua","M","1"
"Laudersa","F","2"
"Laudiana","F","1"
"Laudim","M","1"
"Laudin","M","2"
"Laudio","M","1"
"Laudja","F","1"
"Laudjo","M","1"
"Laudjon","M","1"
"Lauegla","F","1"
"Lauena","F","4"
"Lauenti","M","1"
"Lauer","M","2"
"Lauerd","M","1"
"Lauereta","F","1"
"Lauert","M","6"
"Lauerta","F","2"
"Laugent","M","1"
"Laugers","M","1"
"Laugert","M","2"
"Laugerta","F","1"
"Laugjen","M","2"
"Lauisa","F","1"
"Lauizeta","F","1"
"Laukand","M","1"
"Laukerta","F","1"
"Lauleta","F","1"
"Launard","M","7"
"Launela","F","6"
"Launeshë","F","1"
"Launida","F","3"
"Launor","M","1"
"Launora","F","37"
"Lauora","F","2"
"Laura","F","1489"
"Laura","M","14"
"Lauraent","M","1"
"Lauraiva","F","1"
"Lauraminerva","F","1"
"Laurand","M","5"
"Lauranda","F","9"
"Laurant","M","58"
"Laurat","M","2"
"Laure","F","1"
"Laured","M","2"
"Laurel","M","14"
"Laurela","F","37"
"Laurelda","F","1"
"Lauren","M","42"
"Lauren","F","3"
"Laurena","F","36"
"Laurenc","M","109"
"Laurenca","F","7"
"Laurenca","M","1"
"Laurenci","M","2"
"Laurencia","F","1"
"Laurenco","M","1"
"Laurend","M","8"
"Laureni","M","2"
"Laurens","M","1"
"Laurensa","F","1"
"Laurent","M","204"
"Laurent","F","7"
"Laurenta","F","3"
"Laurenti","M","3"
"Laurentina","F","1"
"Laurentiu","M","1"
"Laurenx","M","1"
"Laures","M","1"
"Lauresa","F","2"
"Laurest","M","2"
"Lauresh","F","2"
"Lauresha","F","77"
"Lauret","F","13"
"Lauret","M","12"
"Laureta","F","1892"
"Laureta","M","23"
"Lauretaa","F","1"
"Laurete","F","4"
"Lauretë","F","1"
"Laurgent","M","1"
"Laurian","M","1"
"Lauricia","F","1"
"Laurida","F","1"
"Laurie","F","1"
"Laurina","F","2"
"Laurind","M","3"
"Laurinda","F","12"
"Laurint","M","1"
"Lauris","M","1"
"Laurita","F","10"
"Laurjan","M","3"
"Laurjeta","F","1"
"Lauro","M","2"
"Laurod","M","1"
"Laurora","F","4"
"Laursen","M","1"
"Laurte","F","1"
"Lausen","M","1"
"Lauson","M","1"
"Laushe","F","7"
"Lautrim","M","1"
"Lauzena","F","1"
"Lauzeta","F","1"
"Lavaie","F","1"
"Lavari","M","1"
"Lavbiie","F","1"
"Lavbrim","M","1"
"Lavburi","M","1"
"Lavdan","M","1"
"Lavdar","M","10"
"Lavdare","F","1"
"Lavdat","M","1"
"Lavder","M","1"
"Lavdereta","F","1"
"Lavderie","F","6"
"Lavderije","F","2"
"Lavderim","M","157"
"Lavderim","F","2"
"Lavderime","F","11"
"Lavderimi","M","2"
"Lavdër","M","1"
"Lavdërie","F","1"
"Lavdërije","F","1"
"Lavdërim","M","115"
"Lavdërim","F","1"
"Lavdërime","F","8"
"Lavdi","M","245"
"Lavdi","F","16"
"Lavdia","F","8"
"Lavdia","M","1"
"Lavdie","F","2888"
"Lavdie","M","17"
"Lavdig","F","1"
"Lavdije","F","905"
"Lavdije","M","2"
"Lavdijz","F","1"
"Lavdim","M","279"
"Lavdim","F","3"
"Lavdime","F","2"
"Lavdimie","F","1"
"Lavdimir","M","218"
"Lavdimir","F","1"
"Lavdimire","F","4"
"Lavdin","M","19"
"Lavdina","F","1"
"Lavdiol","M","1"
"Lavdiola","F","1"
"Lavdion","M","1"
"Lavdiona","F","1"
"Lavdire","F","1"
"Lavdirime","F","1"
"Lavdisa","F","1"
"Lavdje","F","8"
"Lavdjje","F","1"
"Lavdjona","F","2"
"Lavdjus","M","1"
"Lavdlje","F","1"
"Lavdo","F","2"
"Lavdo","M","1"
"Lavdon","M","1"
"Lavdona","F","1"
"Lavdosh","M","468"
"Lavdosh","F","2"
"Lavdoshe","F","1"
"Lavdrela","F","1"
"Lavdrem","M","1"
"Lavdreta","F","1"
"Lavdrete","F","1"
"Lavdri","M","2"
"Lavdrije","F","2"
"Lavdrim","M","537"
"Lavdrim","F","6"
"Lavdrime","F","43"
"Lavdrimi","M","1"
"Lavdrr","M","2"
"Lavduri","F","10"
"Lavdurie","F","21"
"Lavdurije","F","1"
"Lavdurim","M","33"
"Lavdurime","F","4"
"Lavdush","M","2"
"Lavdushe","F","1"
"Laven","M","1"
"Lavena","F","1"
"Lavent","M","1"
"Laver","M","329"
"Laver","F","1"
"Lavere","F","0"
"Laveremersini","F","1"
"Laverk","F","1"
"Laverkë","F","1"
"Lavert","M","1"
"Laverr","M","1"
"Lavia","F","1"
"Lavid","M","1"
"Lavike","F","1"
"Lavinia","F","1"
"Lavio","M","4"
"Laviola","F","1"
"Laviona","F","1"
"Lavjeta","F","1"
"Lavjo","F","2"
"Lavjo","M","1"
"Lavjola","F","1"
"Lavodsh","M","1"
"Lavoie","F","20"
"Lavra","F","15"
"Lavren","F","1"
"Lavreta","F","22"
"Lavrim","M","1"
"Laxarela","F","5"
"Laxhi","M","1"
"Laz","M","4"
"Lazam","M","93"
"Lazami","M","1"
"Lazan","M","14"
"Lazana","F","2"
"Lazap","M","1"
"Lazar","M","16"
"Lazaraq","M","1"
"Lazare","M","3"
"Lazarel","M","4"
"Lazarela","F","31"
"Lazarelo","M","1"
"Lazaren","M","4"
"Lazareta","F","2"
"Lazarian","M","1"
"Lazarin","M","7"
"Lazarino","M","1"
"Lazariol","M","1"
"Lazarion","M","1"
"Lazarjon","M","1"
"Lazaro","M","5"
"Lazaron","M","3"
"Lazaros","M","1"
"Lazarosluis","M","1"
"Lazart","M","1"
"Lazder","M","7"
"Lazdër","M","3"
"Laze","M","126"
"Laze","F","101"
"Lazea","F","1"
"Lazea","M","1"
"Lazem","M","3"
"Lazer","M","516"
"Lazer","F","3"
"Lazerin","M","8"
"Lazerino","M","2"
"Lazero","M","1"
"Lazerta","F","1"
"Lazëm","M","1"
"Lazër","M","100"
"Lazër","F","1"
"Lazi","M","59"
"Lazi","F","1"
"Lazian","M","4"
"Lazife","F","1"
"Lazika","F","1"
"Lazim","M","72"
"Lazim","F","1"
"Lazime","F","347"
"Lazime","M","4"
"Lazimë","F","2"
"Lazimja","F","2"
"Lazin","M","1"
"Lazina","F","1"
"Lazine","F","1"
"Laziol","M","1"
"Lazion","M","3"
"Lazion","F","1"
"Lazjan","M","3"
"Lazmir","M","1"
"Lazmira","F","3"
"Lazo","M","4"
"Lazom","M","1"
"Lazran","M","1"
"Lazri","M","3"
"Lazzoro","M","1"
"Lbarina","F","1"
"Lbiers","M","1"
"Lbo","M","1"
"Lbrahim","M","1"
"Ldandi","M","1"
"Lddovik","M","2"
"Ldjan","M","1"
"Ldjola","F","1"
"Ldrens","M","1"
"Ldvigj","M","1"
"Lea","F","165"
"Lea","M","5"
"Leabeatris","F","1"
"Lead","M","2"
"Leada","F","8"
"Leadërson","M","1"
"Leadin","M","3"
"Leah","F","3"
"Leah","M","1"
"Leahgabriel","F","1"
"Leaiuw","M","1"
"Leajd","M","1"
"Leajda","F","2"
"Leajdi","M","1"
"Leal","M","1"
"Lealba","F","2"
"Lealbi","M","1"
"Lealdo","M","1"
"Lealsi","M","1"
"Leambra","F","1"
"Leamishel","F","1"
"Lean","M","5"
"Leana","F","36"
"Leana","M","1"
"Leanardo","M","2"
"Leanco","M","1"
"Leand","M","9"
"Leanda","F","5"
"Leanda","M","1"
"Leanddro","M","1"
"Leander","M","15"
"Leandër","M","22"
"Leandia","F","1"
"Leandja","F","1"
"Leando","M","2"
"Leandra","F","463"
"Leandra","M","5"
"Leandri","M","22"
"Leandrio","M","1"
"Leandrito","M","1"
"Leandro","M","759"
"Leandro","F","17"
"Leandros","M","6"
"Leandrro","M","2"
"Leanel","M","1"
"Leani","F","1"
"Leani","M","1"
"Leanita","F","1"
"Leann","F","1"
"Leanni","F","1"
"Leano","M","2"
"Leanora","F","1"
"Leanord","M","1"
"Leanori","M","1"
"Leanra","F","1"
"Leanro","M","1"
"Leans","M","3"
"Leansio","M","1"
"Leanso","M","1"
"Leant","M","3"
"Leanto","M","2"
"Leanxho","M","1"
"Leanzo","M","2"
"Leanja","F","1"
"Leanjs","M","1"
"Lear","M","16"
"Learba","F","1"
"Leard","M","52"
"Learda","F","14"
"Leardd","M","1"
"Leardion","M","1"
"Leardo","M","10"
"Leardo","F","1"
"Learisa","F","1"
"Learmond","M","1"
"Lears","M","2"
"Learsa","F","1"
"Learsja","F","1"
"Leart","M","253"
"Learta","F","13"
"Learti","M","2"
"Learto","M","1"
"Learton","M","2"
"Leatrim","M","1"
"Leba","F","1"
"Lebede","F","1"
"Leberta","F","1"
"Lebiana","F","5"
"Lebib","M","1"
"Lebibe","F","34"
"Lebide","F","22"
"Lebidjana","M","1"
"Lebije","F","0"
"Lebile","F","1"
"Lebiqn","M","1"
"Lebjana","F","1"
"Lebjon","M","1"
"Leblebije","F","1"
"Lebo","M","0"
"Lebriona","F","1"
"Lebron","M","1"
"Lebube","F","1"
"Lec","M","47"
"Lece","M","1"
"Leci","M","1"
"Leç","M","0"
"Led","M","85"
"Led","F","1"
"Leda","F","52"
"Leda","M","1"
"Ledana","F","3"
"Lede","F","2"
"Lederie","F","1"
"Ledi","M","176"
"Ledi","F","96"
"Ledia","F","600"
"Ledia","M","11"
"Ledian","M","531"
"Ledian","F","12"
"Lediana","F","509"
"Lediana","M","6"
"Lediand","M","5"
"Lediani","M","3"
"Lediano","M","16"
"Lediart","M","1"
"Ledidajana","F","3"
"Ledidiana","F","5"
"Ledidion","M","2"
"Ledidjan","F","1"
"Ledidjana","F","8"
"Ledidora","F","1"
"Ledie","F","1"
"Ledien","M","1"
"Ledieta","F","1"
"Lediha","F","1"
"Ledija","F","6"
"Ledijan","M","5"
"Ledijana","F","5"
"Ledije","F","2"
"Ledijo","M","7"
"Ledijon","M","13"
"Ledilka","F","1"
"Ledima","F","3"
"Ledimir","M","1"
"Ledimo","F","1"
"Ledin","M","5"
"Ledina","F","467"
"Ledina","M","15"
"Ledinar","M","1"
"Ledine","F","1"
"Ledinito","M","1"
"Ledino","M","2"
"Ledinor","M","2"
"Ledinta","F","1"
"Ledio","M","1241"
"Ledio","F","20"
"Ledioda","F","1"
"Lediojana","F","1"
"Lediol","M","5"
"Lediola","F","25"
"Lediold","M","1"
"Ledion","M","1502"
"Ledion","F","27"
"Lediona","F","287"
"Lediona","M","2"
"Ledioni","M","9"
"Ledionis","M","2"
"Ledionisa","F","1"
"Lediono","M","1"
"Ledior","M","1"
"Lediora","F","1"
"Lediord","M","1"
"Ledios","M","1"
"Ledira","F","1"
"Ledis","M","32"
"Ledis","F","5"
"Ledisa","F","38"
"Ledisia","F","2"
"Ledisian","M","3"
"Ledisja","F","5"
"Ledisjan","F","1"
"Ledisjan","M","1"
"Ledisjana","F","7"
"Ledisjo","M","1"
"Ledisjona","F","1"
"Ledison","M","25"
"Ledisona","F","1"
"Ledista","F","1"
"Ledita","F","3"
"Ledius","M","6"
"Lediza","F","1"
"Ledja","F","220"
"Ledja","M","13"
"Ledjan","M","435"
"Ledjan","F","8"
"Ledjana","F","390"
"Ledjana","M","7"
"Ledjano","M","12"
"Ledjanola","F","1"
"Ledjer","M","1"
"Ledjet","M","1"
"Ledjo","M","338"
"Ledjo","F","8"
"Ledjol","M","2"
"Ledjola","F","13"
"Ledjoma","F","1"
"Ledjon","M","847"
"Ledjon","F","9"
"Ledjona","F","196"
"Ledjona","M","5"
"Ledjonada","F","1"
"Ledjoni","M","6"
"Ledjora","F","1"
"Ledjum","M","1"
"Ledjus","M","2"
"Ledjusa","F","2"
"Ledm","M","1"
"Ledmanda","F","1"
"Ledmija","F","1"
"Ledmir","M","8"
"Ledmirsa","F","1"
"Ledn","M","1"
"Ledna","F","1"
"Ledo","M","1"
"Ledon","M","8"
"Ledona","F","10"
"Ledor","M","3"
"Ledori","M","1"
"Ledovik","M","9"
"Ledovik","F","1"
"Ledra","F","1"
"Ledrenc","M","1"
"Ledri","M","11"
"Ledri","F","1"
"Ledsjana","F","1"
"Ledsona","F","1"
"Ledtja","F","2"
"Leduvik","M","1"
"Ledvina","F","1"
"Ledvira","F","1"
"Ledvis","M","2"
"Lee","M","1"
"Leean","M","1"
"Lef","M","4"
"Lefe","F","5"
"Lefe","M","3"
"Lefeko","F","1"
"Lefer","M","1"
"Leferi","F","1"
"Lefhofe","F","1"
"Lefi","M","23"
"Lefi","F","1"
"Lefize","F","2"
"Lefjonda","F","1"
"Lefkadhe","F","1"
"Lefkë","F","2"
"Lefko","M","9"
"Lefko","F","1"
"Lefkofe","F","3"
"Lefkothe","F","31"
"Lefkothea","F","23"
"Lefkothi","F","1"
"Lefqi","F","1"
"Lefsja","F","1"
"Lefson","M","1"
"Left","F","2"
"Lefta","F","49"
"Leftar","M","1"
"Leftarie","F","1"
"Lefte","F","13"
"Lefte","M","2"
"Leftek","M","8"
"Lefteo","M","1"
"Lefter","M","1668"
"Lefter","F","23"
"Leftera","F","8"
"Lefteraq","M","2"
"Lefteri","F","1629"
"Lefteri","M","28"
"Lefteria","F","87"
"Lefterica","F","1"
"Lefterie","F","483"
"Lefterie","M","4"
"Lefterija","F","0"
"Lefterije","F","89"
"Lefterik","F","1"
"Lefterika","F","1"
"Lefterim","M","1"
"Lefterina","F","1"
"Lefteriola","F","1"
"Lefteris","M","2"
"Lefterisa","F","1"
"Lefterjana","F","1"
"Lefterk","F","1"
"Lefterka","F","1"
"Lefterkë","F","1"
"Leftero","F","3"
"Lefterpi","F","1"
"Leftër","M","1"
"Lefti","F","1"
"Leftian","M","1"
"Leftiane","F","1"
"Leftina","F","1"
"Leftiola","F","4"
"Leftiona","F","1"
"Leftjana","F","2"
"Leftjola","F","3"
"Leftjona","F","1"
"Lefto","F","2"
"Lefton","M","1"
"Leftothea","F","1"
"Leftrrie","F","1"
"Lefturie","F","2"
"Leganedra","F","1"
"Legert","M","1"
"Legharb","M","1"
"Legi","F","1"
"Legia","F","1"
"Legis","M","3"
"Legisa","F","1"
"Legisja","F","1"
"Legolas","M","1"
"Legjan","M","1"
"Legjenda","F","1"
"Legjendë","F","1"
"Legjerie","F","1"
"Legjiona","F","1"
"Legjo","M","1"
"Lehandra","F","6"
"Lehandro","M","4"
"Lehandros","M","1"
"Lehart","M","1"
"Lehilda","F","2"
"Leho","M","1"
"Lehon","M","1"
"Lehona","F","1"
"Lehonel","M","1"
"Leiana","F","1"
"Leibion","M","1"
"Leico","M","1"
"Leid","M","2"
"Leida","F","24"
"Leidi","F","10"
"Leidi","M","4"
"Leidian","M","1"
"Leidiana","F","1"
"Leidina","F","3"
"Leidja","F","3"
"Leidjan","M","1"
"Leidjon","M","2"
"Leidon","M","5"
"Leidona","F","1"
"Leidvan","M","1"
"Leijli","F","1"
"Leila","F","39"
"Leila","M","2"
"Leild","M","3"
"Leili","F","2"
"Leilie","F","1"
"Leilo","F","1"
"Leimone","F","3"
"Leina","F","3"
"Leinad","M","1"
"Leinada","F","4"
"Leinda","F","1"
"Leindra","F","1"
"Leion","M","1"
"Leirno","M","2"
"Leis","M","2"
"Leisa","F","4"
"Leisan","M","1"
"Leisana","F","1"
"Leison","M","1"
"Leitnand","M","1"
"Leito","M","8"
"Leiton","M","1"
"Leivi","M","1"
"Leiza","F","1"
"Leizli","F","1"
"Leja","F","4"
"Lejada","F","1"
"Lejana","F","4"
"Lejardo","M","1"
"Lejbi","F","1"
"Lejbjana","F","1"
"Lejda","F","40"
"Lejda","M","1"
"Lejden","M","2"
"Lejdi","M","56"
"Lejdi","F","37"
"Lejdia","F","6"
"Lejdian","M","1"
"Lejdiana","F","2"
"Lejdina","F","30"
"Lejdio","M","5"
"Lejdion","M","2"
"Lejdis","M","3"
"Lejdis","F","1"
"Lejdisa","F","3"
"Lejdison","M","5"
"Lejdisona","F","2"
"Lejdja","F","1"
"Lejdjana","F","3"
"Lejdjon","M","2"
"Lejdnido","M","1"
"Lejdo","M","5"
"Lejdon","M","10"
"Lejdona","F","3"
"Lejdus","M","1"
"Leje","F","51"
"Lejgris","F","1"
"Lejk","F","1"
"Lejka","F","1"
"Lejkë","F","3"
"Lejko","F","1"
"Lejkond","M","1"
"Lejla","F","603"
"Lejla","M","7"
"Lejlah","F","1"
"Lejle","F","3"
"Lejleta","F","1"
"Lejli","F","32"
"Lejli","M","1"
"Lejlie","F","1"
"Lejlifer","F","1"
"Lejlla","F","1"
"Lejmane","F","3"
"Lejmene","F","3"
"Lejment","M","2"
"Lejmëne","F","2"
"Lejmir","M","1"
"Lejmohe","F","1"
"Lejmond","M","1"
"Lejmonda","F","2"
"Lejmone","F","28"
"Lejmoz","M","1"
"Lejmune","F","1"
"Lejndra","F","1"
"Lejnez","F","1"
"Lejnida","F","1"
"Lejoi","M","1"
"Lejon","M","1"
"Lejona","F","1"
"Lejrat","M","1"
"Lejsan","M","5"
"Lejsane","F","1"
"Lejtje","F","1"
"Lejto","M","1"
"Lejton","M","2"
"Lejthabdallah","M","1"
"Lejva","F","1"
"Lejvi","F","1"
"Lejvina","F","1"
"Lejzi","F","1"
"Lejzina","F","1"
"Lek","M","685"
"Lek","F","7"
"Leka","M","58"
"Leka","F","9"
"Lekalda","F","1"
"Lekan","M","1"
"Lekana","F","1"
"Lekane","F","1"
"Lekani","F","2"
"Lekat","M","1"
"Leke","M","333"
"Leke","F","102"
"Lekesi","M","1"
"Lekë","M","255"
"Lekë","F","11"
"Lekfothea","F","1"
"Lekida","F","1"
"Lekie","F","1"
"Lekjana","F","1"
"Lekjona","F","2"
"Lekmi","M","2"
"Lekmik","M","1"
"Lekmir","M","1"
"Leko","M","46"
"Leko","F","32"
"Lekondo","F","1"
"Leks","M","4"
"Leksa","F","6"
"Leksana","F","2"
"Leksander","M","1"
"Leksandra","F","1"
"Leksane","F","1"
"Leksano","M","1"
"Lekse","F","1"
"Leksi","M","65"
"Leksian","M","1"
"Leksiano","M","1"
"Leksie","F","3"
"Leksina","F","1"
"Leksion","M","1"
"Leksirda","F","1"
"Lekso","F","16"
"Lel","F","2"
"Lela","F","126"
"Lela","M","4"
"Lelant","M","1"
"Leld","F","1"
"Lelda","F","1"
"Leldita","M","1"
"Lele","F","13"
"Lele","M","3"
"Lelehan","F","1"
"Lelem","M","2"
"Leleta","F","2"
"Lelë","M","1"
"Leli","F","23"
"Leli","M","7"
"Lelian","M","1"
"Lelida","F","1"
"Leliha","F","1"
"Lelije","F","1"
"Leliko","F","1"
"Lelio","M","1"
"Lelis","M","1"
"Lelja","F","2"
"Leljana","F","5"
"Leljeta","F","4"
"Lelka","F","1"
"Lelke","F","1"
"Lelo","M","22"
"Lelo","F","21"
"Lelzime","F","1"
"Lem","M","3"
"Lem","F","2"
"Lema","F","7"
"Lemajko","M","1"
"Leman","F","24"
"Leman","M","1"
"Lemanda","F","1"
"Lemane","F","28"
"Lemart","M","1"
"Lemas","M","1"
"Lemçe","F","5"
"Leme","F","800"
"Leme","M","10"
"Lemë","F","1"
"Lemi","M","4"
"Lemi","F","1"
"Lemida","F","1"
"Lemidjon","M","1"
"Lemiha","F","1"
"Lemina","F","1"
"Lemine","F","1"
"Leminka","F","1"
"Lemiona","F","1"
"Lemisa","F","4"
"Lemjana","F","2"
"Lemjona","F","1"
"Lemka","F","1"
"Lemke","F","2"
"Lemko","F","1"
"Lemo","F","3"
"Lemo","M","1"
"Lemona","F","1"
"Lemoni","F","1"
"Lempe","M","1"
"Lemrie","F","1"
"Lemrije","F","1"
"Lemsedin","M","3"
"Lemsi","M","2"
"Lemsid","M","1"
"Lemsidin","M","2"
"Lemshe","F","2"
"Lemuel","M","3"
"Lemzak","M","1"
"Lemzanie","F","1"
"Lemzat","M","0"
"Len","F","88"
"Len","M","1"
"Lena","F","744"
"Lena","M","6"
"Lenada","F","10"
"Lenader","M","1"
"Lenadë","M","1"
"Lenado","M","1"
"Lenadro","M","1"
"Lenaina","F","1"
"Lenajda","F","2"
"Lenane","F","1"
"Lenard","M","4"
"Lenarda","F","1"
"Lenardo","M","2"
"Lenart","M","3"
"Lenaura","F","1"
"Lenc","M","2"
"Lenca","F","2"
"Lenci","M","41"
"Lenci","F","1"
"Lencian","M","2"
"Lencio","M","1"
"Lençe","F","3"
"Lend","M","2"
"Lend","F","1"
"Lenda","F","5"
"Lendar","M","2"
"Lendesa","F","1"
"Lendi","M","16"
"Lendiana","F","1"
"Lendihane","F","1"
"Lendimira","F","1"
"Lendin","M","1"
"Lendina","F","20"
"Lendina","M","1"
"Lendine","F","1"
"Lendinos","M","1"
"Lendion","M","1"
"Lendis","M","6"
"Lendison","M","1"
"Lendita","F","16"
"Lendo","M","1"
"Lendon","M","3"
"Lendona","F","1"
"Lendra","F","5"
"Lendrete","F","1"
"Lendri","M","4"
"Lendrin","M","1"
"Lendrit","M","3"
"Lendro","M","1"
"Lendtrim","M","1"
"Lene","F","437"
"Lene","M","7"
"Lenea","F","2"
"Leneda","F","1"
"Leneda","M","0"
"Lenejdo","M","1"
"Leneo","M","2"
"Lenepe","F","1"
"Lenerda","F","1"
"Lenez","M","2"
"Lenë","F","125"
"Lenë","M","1"
"Lengë","F","1"
"Lenhart","M","1"
"Leni","F","147"
"Leni","M","5"
"Leniada","F","2"
"Lenian","M","1"
"Lenic","F","1"
"Lenica","F","26"
"Lenid","M","2"
"Lenida","F","15"
"Lenie","F","26"
"Lenije","F","6"
"Lenika","F","5"
"Lenila","F","4"
"Lenin","M","3"
"Leniona","F","1"
"Lenis","M","2"
"Lenisa","F","3"
"Lenita","F","4"
"Leniva","F","1"
"Leniza","F","31"
"Lenizë","F","1"
"Lenk","F","2"
"Lenka","F","47"
"Lenke","F","5"
"Lenkë","F","2"
"Leno","F","34"
"Leno","M","3"
"Lenoel","M","1"
"Lenoks","M","2"
"Lenols","M","1"
"Lenon","M","3"
"Lenor","M","3"
"Lenora","F","16"
"Lenora","M","1"
"Lenord","M","1"
"Lenoreta","F","1"
"Lensana","F","1"
"Lensi","M","3"
"Lenson","M","2"
"Lentano","M","1"
"Lenter","M","1"
"Lenteran","F","1"
"Lenti","M","4"
"Lenti","F","1"
"Lentin","M","10"
"Lentina","F","3"
"Lentino","M","1"
"Lentir","M","2"
"Lentisa","F","1"
"Lentisio","M","1"
"Lentjan","M","2"
"Lentjano","M","1"
"Lentjon","M","1"
"Lenusha","F","1"
"Lenushe","F","3"
"Lenjan","M","1"
"Lenjard","M","1"
"Lenjo","F","1"
"Leo","M","525"
"Leo","F","5"
"Leodavid","M","1"
"Leoandra","F","1"
"Leoandro","M","5"
"Leoar","M","1"
"Leoard","M","2"
"Leoart","M","11"
"Leoarta","F","1"
"Leobied","M","1"
"Leobina","F","1"
"Leodar","M","1"
"Leodat","M","1"
"Leoden","M","2"
"Leodesta","F","0"
"Leodi","M","1"
"Leodian","M","1"
"Leodion","M","1"
"Leodis","M","2"
"Leodisa","F","1"
"Leodita","F","3"
"Leodjan","M","3"
"Leodjon","M","1"
"Leodon","M","1"
"Leodor","M","4"
"Leodora","F","1"
"Leodovik","M","1"
"Leodrin","M","1"
"Leoel","M","1"
"Leoena","F","1"
"Leoert","M","1"
"Leofor","M","1"
"Leogena","F","1"
"Leoger","M","1"
"Leogers","M","1"
"Leogersa","F","1"
"Leogert","M","1"
"Leogerta","F","1"
"Leogest","M","1"
"Leognis","M","1"
"Leoh","M","1"
"Leohandro","M","1"
"Leohs","M","1"
"Leoid","M","1"
"Leojon","M","24"
"Leojunjor","M","1"
"Leokandro","M","1"
"Leoklent","M","1"
"Leoklid","M","1"
"Leokratian","F","1"
"Leoks","M","1"
"Leoksandra","F","1"
"Leola","F","4"
"Leolida","F","1"
"Leolita","F","1"
"Leolucca","M","1"
"Leomadro","M","1"
"Leoman","F","1"
"Leomander","M","1"
"Leomar","M","1"
"Leomara","F","2"
"Leomart","M","1"
"Leombardo","M","1"
"Leomels","M","1"
"Leomid","M","1"
"Leomir","M","1"
"Leomira","F","1"
"Leomora","F","34"
"Leomora","M","5"
"Leon","M","487"
"Leon","F","1"
"Leona","F","82"
"Leona","M","2"
"Leonad","M","1"
"Leonada","F","8"
"Leonadd","M","1"
"Leonado","M","2"
"Leonajd","M","1"
"Leonalb","M","1"
"Leonalda","F","1"
"Leonant","M","1"
"Leonara","M","15"
"Leonara","F","2"
"Leonarat","M","1"
"Leonard","M","5162"
"Leonard","F","70"
"Leonarda","F","87"
"Leonarda","M","4"
"Leonarder","F","1"
"Leonardë","M","1"
"Leonardi","M","55"
"Leonardi","F","3"
"Leonardo","M","468"
"Leonardo","F","6"
"Leonardoleo","M","1"
"Leonardos","M","1"
"Leonardho","M","1"
"Leonart","M","69"
"Leonart","F","2"
"Leonarta","F","1"
"Leonas","M","1"
"Leonat","M","77"
"Leonata","F","1"
"Leonati","M","1"
"Leonato","M","1"
"Leonaze","F","1"
"Leonc","M","13"
"Leonci","M","2"
"Leoncio","M","2"
"Leonco","M","4"
"Leond","M","1"
"Leonda","F","4"
"Leondar","M","1"
"Leondas","M","1"
"Leondi","M","3"
"Leondino","M","1"
"Leondjan","M","1"
"Leondjo","M","1"
"Leondo","M","1"
"Leondra","F","446"
"Leondra","M","4"
"Leondrit","M","1"
"Leondro","M","4"
"Leone","M","9"
"Leonea","F","1"
"Leoned","M","2"
"Leoneda","F","2"
"Leoneid","M","2"
"Leonejda","F","1"
"Leonel","M","312"
"Leonel","F","6"
"Leonela","F","95"
"Leoneld","M","1"
"Leoneli","M","3"
"Leonelio","M","1"
"Leonelo","M","2"
"Leonelson","M","1"
"Leoneo","M","1"
"Leoner","M","1"
"Leonerd","M","1"
"Leones","M","1"
"Leonesa","F","3"
"Leonest","M","2"
"Leoneta","F","4"
"Leoneza","F","1"
"Leonërd","M","1"
"Leonia","F","1"
"Leonian","M","1"
"Leonid","M","78"
"Leonid","F","1"
"Leonida","F","209"
"Leonida","M","9"
"Leonidio","M","1"
"Leonido","M","3"
"Leonidh","M","9"
"Leonidh","F","2"
"Leonidha","M","413"
"Leonidha","F","13"
"Leonidhai","M","1"
"Leonidhas","M","4"
"Leonidhë","M","2"
"Leonidhi","M","1"
"Leonidho","M","6"
"Leonik","M","1"
"Leoniki","F","2"
"Leonil","M","5"
"Leonilda","F","7"
"Leonilla","M","8"
"Leoniona","M","16"
"Leoniona","F","1"
